Client,Street,City,State,ZIP
SI_18361,8300 Douglas Avenue Suite 600  ,Dallas,TX,75225
SI_18370,1505 Federal Street Suite 150  ,Dallas,TX,75201
SI_18371,14455 Webb Chapel Road   ,Farmers Branch,TX,75234
SI_18372,"The Crescent (is this correct??) 300 Crescent Court, Ste 200  ",Dallas,TX,75201
SI_18377,1001 N. Waldrop Drive Suite 510  ,Arlington,TX,76012
SI3179,4407 West Lovers Lane?   ,Dallas,TX,75225
SI_18379,15660 Dallas Parkway Suite 850  ,Dallas,TX,75248
SI_18388,3141 Hood Street Suite 420  ,Dallas,TX,75219
SI_18395,5950 Berkshire Lane   ,Dallas,TX,75225
SI_18397,1601 Elm Street Suite 1600  ,Dallas,TX,75201
SI_18398,5850 Granite Parkway Suite 730  ,Plano,TX,75024
SI_18400,600 109th Street   ,Arlington,TX,76011
SI_18410,   ,Dallas,TX,
SI_18414,5906 Dunnaway Crossing   ,Parker,TX,75002
SI_18415,"9755 Clifford Drive, #100   ",Dallas,TX,75220
SI_18420,5949 Sherry Lane Suite 900  ,Dallas,TX,75225
SI_18421,6333 State Highway 161 (relo 2019)   ,Irving,TX,75038
SI_18422,5601 Granite Parkway Suite 400  ,Plano,TX,75024
SI_18426,200 Crescent Court Suite 1900  ,Dallas,TX,75201
SI_18430,8144 Walnut Hill Lane Suite 200  ,Dallas,TX,75231
SI_18431,"The Crescent 300 Crescent Court, Suite 1350  ",Dallas,TX,75201
SI_18432,3100 Monticello Avenue Suite 400  ,Dallas,TX,
SI_18433,6900 North Dallas Parkway Suite 300  ,Plano,TX,75024
SI_18434,8750 N Central Expy Suite# 645  ,Dallas,TX,75231
SI_18435,300 Chestnut Ridge Road   ,Woodcliff Lake,NJ,07677
SI_18436,15455 Dallas Parkway Suite 1400  ,Addison,TX,75001
SI_18437,4002 W. Miller Road Suite 140  ,Garland,TX,75041
SI_18439,777 Main Street Suite 3400  ,ft worth,TX,75102
SI_18440,2727 LBJ Freeway Suite 610  ,Dallas,TX,75234
SI_18454,726 Commerce Street   ,Southlake,TX,76092
SI_18458,3001 Knox Street Suite 204  ,Dallas,TX,75205
SI_18459,5800 Granite Parkway Suite 820  ,Plano,TX,75024
SI_18464,2323 Bryan St. Suite 1500  ,Dallas,TX,75201
SI_18468,"3455 Peachtree Rd., NE Suite 700  ",Atlanta,GA,30326
SI_18484,200 Crescent Court Suite 450  ,Dallas,TX,75201
SI_18487,200 Crescent Ct (Address?) #225  ,Dallas,TX,75201
SI_18489,2001 Bryan Street   ,Dallas,TX,75201
SI_18490,8750 N. Central Expressway Suite 1725  ,Dallas,TX,75231
SI_18491,1901 Diplomat Drive (to relocate)   ,Farmers Branch,TX,75234-8919
SI_18496,1026 Texas Trail   ,Irving,TX,
SI_18497,Bryan Tower 2001 Bryan Street Suite 1600 ,Dallas,TX,75201
SI_18498,2021 McKinney Ave. Suite 400  ,Dallas,TX,
SI_18502,801 Cherry Street Suite 900  ,Fort Worth,TX,76102
SI_18503,5001 Spring Valley Road Suite 1000W  ,Farmers Branch,TX,75244
SI_18504,233 N Michigan Avenue Suite 2900  ,Chicago,IL,60601
SI_18505,5310 Harvest Hill Road Suite 100  ,Dallas,TX,75230
SI_18506,1111 Valley View Lane   ,Irving,TX,75061
SI_18507,5465 Legacy Drive   ,Plano,TX,75024
SI_18509,5910 N. Central Expressway Suite 200  ,Dallas,TX,75206
SI_18518,3700 Centerpoint Drive Suite 500  ,Anchorage,AK,99503-5818
SI_18520,5949 Sherry Lane Suite 645  ,Dallas,TX,75225
SI_18521,100 Crescent Court Suite 200  ,Dallas,TX,75201
SI_18522,2100 Ross Avenue Suite 880  ,Dallas,TX,75201
SI_18523,501 S 2nd Ave #B-108  ,Dallas,TX,75226
SI_18526,300 Crescent Court Suite 1190  ,Dallas,TX,75201
SI_18529,8150-8350 N. Central Expressway   ,Dallas,TX,75206
SI_18533,10850 Wilshire Blvd Suite 1050  ,Los Angeles,CA,90024
SI_18534,23707 Rimini Court   ,Richmond,TX,77406
SI_18542,2400 Dallas Parkway 140  ,Plano,TX,75093
SI_18546,14881 Quorum Drive Suite 500  ,Dallas,TX,75254
SI_18552,4500 Legacy Drive Suite 100  ,Plano,TX,75024
SI_18557,Mailbox only 4848 Lemmon Ave. #100-760  ,Dallas,TX,75219
SI_18558,8235 Douglas Avenue Suite 600  ,Dallas,TX,75225
SI_18561,"5429 LBJ Freeway, Suite 430   ",Dallas,TX,75240
SI_18562,14901 Quorum Drive Suite 595  ,Dallas,TX,75254
SI_18565,901 Main Street Suite 5500  ,Dallas,TX,75202
SI_18567,2911 Turtle Creek Blvd Suite 300  ,Dallas,TX,75219
SI_18569,9320 Excelsior Boulevard 7th Floor  ,Hopkins,MN,55343
SI_18575,3025 Commerce St   ,Dallas,TX,75226
SI_18577,16850 Dallas Parkway   ,Dallas,TX,
SI_18583,4835 LBJ Freeway Suite 900  ,Dallas,TX,75244
SI_18584,515 South Flower Street 31st Floor  ,Los Angeles,CA,90071
SI_18683,2001 Ross Avenue Suite 3400  ,Dallas,TX,75201
SI_18685,4005 Crutcher Street Suite 3400  ,Dallas,TX,
SI_18686,33 Arch St.   ,Boston,MA,
SI_18688,3225 S. Hoover Street Suite B-2  ,Los Angeles,CA,90007
SI_18689,14651 North Dallas Parkway Suite 500  ,Dallas,TX,75254
SI_18691,222 W. Las Colinas Blvd. Suite 900  ,Irving,TX,75039
SI_18693,"1225 N. Alma Road Building 412, Ste 110  ",Richardson,,75081
SI_18698,Physical address: 5339 Alpha Road Suite 250 ,Dallas,TX,75240
SI_18699,Centerpoint IV 2401 E. Randol Mill Road  ,Arlington,TX,76011
SI_18703,2728 N. Harwood   ,Dallas,TX,75201
SI_18705,8350 N. Central Expressway Suite 250  ,Dallas,TX,75206
SI_18709,14185 N. Dallas Parkway Suite 110  ,Dallas,TX,75254
SI_18710,4300 N Central Expressway Suite 400  ,Dallas,TX,75206
SI_18711,545 E. John Carpenter Freeway Suite 800  ,Irving,TX,75062
SI_18712,875 Third Avenue   ,New York,NY,10022
SI_18713,6101 W. Plano Parkway   ,Plano,TX,75093
SI_18715,14800 Landmark Blvd Suite 300  ,Addison,TX,75254
SI_18719,113 West Moore Avenue   ,Terrell,TX,75160
SI_18720,400 Chisholm Place #400  ,Plano,TX,75075
SI_18721,Providence Towers 5001 Spring Valley Road Suite 300 and Suite 550E ,Dallas,TX,75254
SI_18722,P.O. Box 850366   ,Richardson,TX,75085-0366
SI_18724,9442 N. Capital of Texas Hwy Plaza One Suite 500  ,Austin,TX,78759
SI_18726,2515 McKinney Avenue Suite 820  ,Dallas,TX,75201
SI_18731,8111 Westchester Drive Suite 800  ,Dallas,TX,75225
SI_18732,3625 N. Hall Street Suite 760  ,Dallas,TX,75219
SI_18734,2777 Stemmons Freeway   ,Dallas,TX,75207
SI_18740,315 S. Jupiter Road Suite 200  ,Allen,TX,75002
B01431,4131 North Central Expressway Suite 448  ,Dallas,TX,75204
SI_18744,501 W. President George Bush Hwy Suite 350  ,Richardson,TX,75080
SI_18745,8260 Precinct Line Road   ,North Richland Hills,TX,76182
SI_18754,200 N. Elm Street   ,Waxahachie,TX,75165
SI_18756,Georgetown Municipal Complex 300-1 Industrial Avenue  ,Georgetown,TX,78626
SI_18757,501 Shady Brook   ,Grapevine,TX,
SI_18766,1625 13th Street   ,Lubbock,TX,79401
SI_18777,2100 Ross Aveue Suite 2200  ,Dallas,TX,75201-7906
SI_18778,12222 Merit Drive Suite 340  ,Dallas,TX,75251
SI_18781,2351 W. Northwest Highway Suite 2240  ,Dallas,TX,75220-8424
SI_18784,8600 N Royal Ln   ,Irving,TX,75063
SI_18785,4701 W Park Boulevard Suite 210  ,Plano,TX,75093
SI_18791,"Signature Place 14755 Preston Road, Suite 600  ",Dallas,TX,75254
SI_18796,1980 Zanker Rd   ,San Jose,CA,95112
SI_18797,5550 LBJ Freeway Suite 800  ,Dallas,TX,75240
SI_18799,255 N. Center Street Suite 200  ,Arlington,TX,76011
SI_18801,"13950 Senlac, Ste. 100   ",Dallas,TX,75234
B01459,Collin Higher Education Center (CHEC) 3452 Spur 399  ,McKinney,TX,75069
SI_18851,Corporate HQ 100 Colonial Bank Blvd.  ,Montgomery,AL,36117
SI_18855,One International Place Suite 2750  ,Boston,MA,02110
SI_18863,Comerica Bank Tower 1717 Main Street  ,Dallas,TX,75201
SI_18864,1717 Main Street Suite 3300  ,Dallas,TX,75201
SI_18865,420 Commerce Street   ,Fort Worth,TX,76102
SI_18867,1445 Ross Avenue Suite 2700  ,Dallas,TX,75202
SI_18868,"Title Operations - Centralized Agency 2828 N. Harwood, 14th Floor  ",Dallas,TX,75201
SI_18870,5500 Caruth Haven Lane   ,Dallas,TX,75225
SI_18874,2101 Rosecrans Avenue 2nd Floor  ,El Segundo,CA,90245
SI_18876,1212 Corporate Dr #230  ,Irving,TX,75038
SI_18878,50 Danbury Road   ,Wilton,CT,06897
SI_18879,Three Lincoln Centre 5430 LBJ Freeway Suite 1700 ,Dallas,TX,75240
SI_18881,5601 Granite Parkway Suite 1300  ,Plano,TX,75024
SI_18882,501 Elm Street Suite 200  ,Dallas,TX,75202-3351
SI_18887,3333 Lee Parkway Suite 400  ,Dallas,TX,75219
SI_18888,5949 Sherry Lane   ,Dallas,TX,
SI_18894,401 North Houston   ,Dallas,TX,75202
SI_18896,5440 Harvest Hill Road   ,Dallas,TX,75230
SI_18899,8333 Douglas Avenue Suite 900  ,Dallas,TX,75225
SI_18900,4311 Oak Lawn Avenue   ,Dallas,TX,75219
SI_18901,3889 Maple Avenue Suite 300  ,Dallas,TX,75219
SI3252,4940 Ozona Blvd. Suite 400  ,Fort Worth,TX,
SI_18903,2633 McKinney Avenue Suite 130-368  ,Dallas,TX,75204
SI_18904,550 Bailey Avenue Suite 600  ,Fort Worth,TX,76107
SI_18905,1389 Center Drive Suite 360  ,Park City,UT,84098
SI_18906,5950 Berkshire Lane Suite 875  ,Dallas,TX,75225
SI_18910,901 Main Street Suite 4000  ,Dallas,TX,75202
SI_18911,1400 Dallas Drive   ,Denton,TX,76205
SI_18912,3131 McKinney   ,Dallas,TX,75204
SI_18913,15660 N. Dallas Parkway Suite 650  ,Dallas,TX,75248
SI_18914,5001 Spring Valley Road Suite 300E  ,Dallas,TX,75244
SI_18915,Galleria North Tower One 13737 Noel Road 10th Floor ,Dallas,TX,75240
SI_18916,14881 Quorum Drive Suite 920  ,Dallas,TX,75254
SI_18924,15660 North Dallas Parkway Suite 1200  ,Dallas,TX,75248
SI_18934,105 Decker Court   ,Irving,TX,
SI_18935,One Boston Place Suite 2300  ,Boston,MA,02108
SI_18936,2001 Ross Avenue Suite 4400  ,Dallas,TX,75201
SI_18946,100 Crescent Court Suite 220  ,Dallas,TX,75201
SI_18950,15455 Dallas Parkway Suite 900  ,Addison,TX,75001
SI_18954,3090 Olive Street West Victory Plaza Suite 400 ,Dallas,TX,75219
SI_181021,750 W. John Carpenter Freeway   ,Irving,TX,75039
SI_181023,2929 North Central Expressway Suite 200  ,Richardson,TX,75080
SI_181024,11333 Chicot Dr   ,Dallas,TX,75230
SI_181028,1341 Horton Circle   ,Arlington,TX,76011
SI_181029,1617 Hi Line Drive Suite 260  ,Dallas,TX,75207
SI_181030,222 W. Las Colinas Blvd. Suite 1540 East  ,Irving,TX,75039
SI_181031,4099 McEwen Drive Suite 140  ,Dallas,TX,75244
SI_181033,2515 McKinney Avenue Suite 100  ,Dallas,TX,75201
SI_181034,325 N. St. Paul Street Suite 700  ,Dallas,TX,75201
SI_181050,One Cowboys Way   ,Frisco,TX,75034
SI_181060,5601 N. MacArthur Suite 300  ,Irving,TX,75038
SI_181064,1010 Land Creek Cove Suite 200  ,Austin,TX,78746
SI_181065,6025 Luther Lane   ,Dallas,TX,75225
SI_181066,15303 Dallas Parkway Suite 350  ,Addison,TX,75001
SI_181067,12720 Hillcrest Road Suite 120  ,Dallas,TX,75230
SI_181068,750 N. St. Paul St. Suite 1610  ,Dallas,TX,75201
SI_181069,100 Crescent Court Suite 440  ,Dallas,TX,75201
SI_181071,5340 Legacy Suite 350  ,Plano,TX,75024
SI_181072,15851 Dallas Parkway Suite 350  ,Addison,TX,75001
SI_181073,1950 Stemmons Freeway Suite 2012  ,Dallas,TX,75207
SI_181076,2711 North Haskell Avenue Suite 13400  ,Dallas,TX,75204
SI_181079,5001 Spring Valley Road Suite 800 East  ,Dallas,TX,75244
SI_181082,15950 North Dallas Parkway Suite 500  ,Dallas,TX,750248
SI_181083,2360 Campbell Creek Suite 530  ,Richardson,TX,75082
SI_181085,2000 McKinney Avenue Suite 1900  ,Dallas,TX,75201
SI_181087,977 Raintree Circle (relo July 2016) #120  ,Allen,TX,75013
SI_181088,2021 N. MacArthur Blvd Suite 300  ,Irving,TX,75061-2197
SI_181090,701 Commerce Street   ,Dallas,TX,75202
SI_181091,220 E. Las Colinas Blvd Suite 1150  ,Irving,TX,75039
SI_181097,2201 W. Royal Lane Suite 200  ,Irving,TX,75063
SI_181103,750 West John Carpenter Freeway Suite 700  ,Irving,TX,75039
SI_181104,191 Peachtree Street NE Suite 900  ,Atlanta,GA,30303
SI_181114,4949 Hedgcoxe Road Suite 200  ,Plano,TX,75024
SI_181117,518 17th Street 17th Floor  ,Denver,CO,80202
SI_181119,511 E. John Carpenter Freeway Suite 550  ,Dallas,TX,75062
SI_181122,17300 & 17304 Preston Road   ,Dallas,TX,75252
SI_181130,909 Hidden Ridge Suite 575  ,Irving,TX,75206
SI_181131,Bank of America Plaza (relo end of 2020) 901 Main Street Suite 7100 ,Dallas,TX,75202
SI_181132,5301 Legacy Drive (relo to Frisco 2021)   ,Plano,TX,75024
SI_181138,Cumberland Hill School Building 1901 North Akard Street  ,Dallas,TX,75201
SI_181139,3333 Lee Parkway Suite 420  ,Dallas,TX,75219
SI_181140,1717 Main Street Suite 5400  ,Dallas,TX,75201-7367
SI_181141,2914 Taylor Street   ,Dallas,TX,75204
SI_181144,7668 Warren Parkway   ,Frisco,TX,75034
SI_181156,3100 Monticello Avenue   ,Dallas,TX,75205
SI_181161,4500 Bohannon Drive   ,Menlow Park,CA,94025
SI_181169,7301 North State Hwy 161 Suite 100  ,Irving,TX,75039
SI_181178,5950 Berkshire Lane Suite 700  ,Dallas,TX,75225
SI_181180,19 Marble Rock PL   ,The Woodlands,TX,77382
SI_181182,4275 Kellway Circle (relo Aug. 2016) #144  ,Addison,TX,75001
SI_181184,13455 Noel Road Suite 1800  ,Dallas,TX,75240
SI_181185,   ,Fort Worth,TX,
SI_181188,5830 Granite Parkway Suite 800  ,Plano,TX,75024
SI_181190,3625 North Hall Street Suite 720  ,Dallas,TX,75219
SI_181192,14900 Landmark Blvd   ,Dallas,TX,75254
SI_181193,3131 McKinney Suite 455  ,Dallas,TX,75204
SI_181195,3585 National Drive   ,Plano,TX,75025
SI_181197,3811 Turtle Creek Blvd. Suite 1000  ,Dallas,TX,75219
SI_181210,777 Main Street Suite 800  ,Ft. Worth,TX,76102
SI_181226,1550 Peachtree St. NW   ,Atlanta,GA,30309
SI_181233,Granite Park III 5601 Granite Parkway  ,Plano,TX,75024
SI_181235,2522 Irving Blvd   ,Dallas,TX,75207
SI_181239,200 Crescent Court Suite 450  ,Dallas,TX,75201
SI_181251,11034 Shady Trl Suite 102  ,Dallas,TX,75229
SI_181252,3500 Maple Avenue Suite 1100  ,Dallas,TX,75219
SI_181253,1600 N. Colllins   ,Richardson,TX,75081
SI_181256,5307 E. Mockingbird Lane Suite 81  ,Dallas,TX,75206
SI_181257,5215 N. O'Connor Blvd (June moving 2018) Suite 1200  ,Irving,TX,75039
SI_181258,3001 Knox Street   ,Dallas,TX,75205
SI_181259,850 N. Dorothy Drive Suite 504  ,Richardson,TX,75081
SI_181262,2013 W. Anderson Lane   ,Austin,TX,78757
SI_181263,Citymark 3100 McKinnon Suite 400 ,Dallas,TX,75201
SI_181265,5001 Spring Valley Road Suite 500W  ,Dallas,TX,
SI_181266,5485 Belt Line Road Suite 280  ,Dallas,TX,75254
SI_181268,14160 N Dallas Parkway #605 S  ,Dallas,TX,75254
SI_181274,16825 Northchase Drive Suite 200  ,Houston,TX,77060
SI_181278,5956 Sherry Lane Suite 1000  ,Dallas,TX,75225
SI_181281,17304 Preston Road Suite 1300  ,Dallas,TX,75252
SI_181282,12222 Merit Drive Suite 959  ,Dallas,TX,75251
SI_181292,1949 Stemmons Freeway (relo 2017?   ,Dallas,TX,75207
SI_181293,1545 W. Mockingbird Lane Suite 1014  ,Dallas,TX,75235
SI_181297,2500 Dallas Parkway Suite 600  ,Plano,TX,75093
SI_181298,1717 Main Street Ste 2100  ,Dallas,TX,
SI_181299,5430 LBJ Freeway Suite 2600  ,Dallas,TX,750
SI_181302,1 First American Way   ,Santa Ana,CA,92707
SI_181303,1 FirstComm Plaza   ,Fort Worth,TX,76109
SI_181304,400 Pine Street Suite 300  ,Abilene,TX,79601
SI_181309,16633 Dallas Parkway Suite 285  ,Addison,TX,75001
SI_181323,1999 Bryan Street Suite 3400  ,Dallas,TX,75201-6848
SI_181327,7701 Lemmon Avenue   ,Dallas,TX,75209
SI_181328,5151 Headquarters Drive Suite 170  ,Plano,TX,75024
SI_181329,Fluor Corporation (Headquarters) 6700 Las Colinas Blvd.  ,Irving,TX,75039
SI_181330,5700 Granite Parkway (relo to The Star 2018) Suite 600  ,Plano,TX,75024-6637
SI_181331,13155 Noel Road Suite 900  ,Dallas,TX,75240
SI_181333,6100 West Plano Parkway Suite 1400  ,Plano,TX,75093
SI_181344,5800 Granite Parkway Suite 880  ,Plano,TX,75204
SI_181347,500 W. Bethany Drive Suite 200  ,Allen,TX,75013
SI_181350,45 Main Street Suite 800  ,Brooklyn,NY,11201
SI_181351,301 Commerce Street Suite 3301  ,Fort Worth,TX,76102
SI_181352,615 St. George Square Court Suite 300  ,Winston-Salem,NC,27103
SI_181361,633 Londonderry Lane   ,Denton,TX,76205
SI_181362,10821 Sanden Drive   ,Dallas,TX,75235
SI_181363,1600 Viceroy  (relo 2021) Suite 100  ,Dallas,TX,75235
SI_181364,3500 Maple Ave. Suite 1100  ,Dallas,TX,75219
SI_181367,12700 Park Central Dr. Suite 1900  ,Dallas,TX,75251
SI_181368,6801 Gaylord Parkway Suite 401  ,Frisco,TX,75034
SI_181374,2930 Preston Rd Suite 905  ,Frisco,TX,75034
SI_181378,5055 Keller Springs Road Suite 300  ,Addison,TX,75001
SI_181383,"Rosewood Court 2101 Cedar Springs Road, Suite 900  ",Dallas,TX,75201
SI_181387,777 Main Street Suite 3000  ,Fort Worth,TX,
SI_181388,2880 Virgo Lane   ,Dallas,TX,75229-4718
SI_181391,12222 Merit Drive Suite 150  ,Dallas,TX,75251
SI_181402,3333 Lee Parkway Suite 1200  ,Dallas,TX,75219
SI_181403,1011 Galatyn Parkway   ,Richardson,TX,75082
SI_181411,15851 Dallas Parkway Suite 475  ,Addison,TX,75001
SI_181412,625 Westport Parkway   ,Grapevine,TX,76051
SI_181413,3303 Lee Parkway Suite 440  ,Dallas,TX,75219
SI_181415,4514 Cole Avenue Suite 600  ,Dallas,TX,75205
SI_181417,8200 Sovereign Row   ,Dallas,TX,75247
SI_181418,Victory Plaza West 3090 Olive Street Suite 1500 ,Dallas,TX,
SI_181419,5445 Legacy Drive   ,Plano,TX,75024
SI_181420,999 Metro Media Place   ,Dallas,TX,75247
SI_181421,10900 NE 4th Street   ,Bellevue,WA,
SI_181423,The Summit at Las Colinas 545 East John Carpenter Freeway Suite 1420 ,Irving,TX,75062
SI_181426,14241 Dallas Parkway Suite 700  ,Dallas,TX,75254
SI_181432,"Two Lincoln Centre 5420 LBJ Freeway, Suite 560  ",Dallas,TX,75240
SI_181440,1521 Westbranch Drive Suite 100  ,McLean,VA,22102
SI_181442,14911 Quorum Drive Suite 150  ,Dallas,TX,75254
SI_181443,500 Crescent Court Suite 220  ,Dallas,TX,75201
SI_181446,4747 Leston Avenue Suite 808  ,Dallas,TX,75247
SI_181448,Preston Park Financial Centre 4975 Preston Park Boulevard  ,Plano,TX,75093
SI_181454,208 N. Market Street Suite 420  ,Dallas,TX,75202
SI_181455,3390 Peachtree Road NE Suite 1200  ,Atlanta,GA,30326
SI_181464,3838 Oak Lawn Avenue Suite 1500  ,Dallas,TX,75219
SI_181466,15455 N. Dallas Parkway Suite 1000  ,Addison,TX,75001
SI_181479,7301 N. State Highway 161   ,Irving,TX,75039
SI_181489,5601 Granite Parkway Suite 1200  ,Plano,TX,75024
SI2803,1601 Elm Street Suite 4600  ,Dallas,TX,75201
SI_181495,14131 Midway Road   ,Addison,TX,75001
SI_181497,2808 Fairmount Street  (?) Suite 100  ,Dallas,TX,75201
SI_181498,1231 Greenway Drive   ,Irving,TX,75038
SI_181499,15851 Dallas Parkway Suite 105  (or 309?)  ,Addison,TX,75001
SI_181504,One Lincoln Centre 5400 LBJ Freeway Suite 1025 ,Dallas,TX,75240
SI_181505,15401 Addison Rd.   ,Addison,TX,75001
SI_181506,5850 Granite Parkway Suite# 400  ,Plano,TX,75024
SI_181508,4145 Travis Street Suite 103  ,Dallas,TX,75204
SI_181513,1345 Enclave Parkway   ,Houston,TX,77077
SI_181514,4121 Commerce St. Suite One  ,Dallas,TX,75226
SI_181515,15851 Dallas Parkway Suite 205  ,Addison,TX,75001
SI_181518,"9301 N. Central Expressway Tower 2,  Suite 335  ",Dallas,TX,75231
SI_181520,20355 Hawthorne Boulevard First Floor  ,Torrance,CA,90503
SI_181523,200 Crescent Court Suite 800  ,Dallas,TX,75201
SI_181525,1100 Block Kinwest   ,Las Colinas,TX,
SI_181529,200 Bailey Avenue Suite 200  ,Fort Worth,TX,76107
SI_181530,1201 North Bowser Road   ,Richardson,TX,75081
SI3012,2323 Ross Avenue Suite 200  ,Dallas,TX,75201
SI_181537,6801 Gaylord Parkway Suite 100  ,Frisco,TX,75034
SI_181538,3625 North Hall Street Suite 720  ,Dallas,TX,75219
SI_181543,5646 Milton Street Suite 226  ,Dallas,TX,75206
SI_181544,5615 High Point Drive Suite 700  ,Irving,TX,760038
SI_181546,7000 Central Expressway South Suite 120  ,Allen,TX,75013
SI_181551,1700 Alma Drive   ,Plano,TX,75075
SI_181552,8750 North Central Expressway Suite 1020  ,Dallas,TX,75231
SI_181554,2800 Wells Branch Parkway   ,Austin,TX,78728
SI_181556,8750 North Central Expressway Suite 1030  ,Dallas,TX,75231
SI_181562,6050 Southwest Blvd. Suite 300  ,Fort Worth,TX,76109
SI_181563,8070 Park Lane Suite 100  ,Dallas,TX,75231
SI_181568,Highland Park Place 4514 Cole Avenue Suite 500 ,Dallas,TX,75205
SI_181571,5005 Greenville Avenue Suite 100A  ,Dallas,TX,75206
SI_181572,2305 Cedar Springs Road Suite 400  ,Dallas,TX,75201
SI_181574,5850 Granite Parkway Suite 350  ,Plano,TX,75024
B12327,5543 Legacy Drive   ,Plano,TX,75024
SI_181576,12222 Merit Drive Suite 958  ,Dallas,TX,www.hcahea
SI_181577,Savoye2 at Vitruvian Park 3875 Ponte Avenue Suite 420 ,Addison,TX,75001
SI_181579,2711 N Haskell Ave Suite 2800  ,Dallas,TX,75204
SI_181580,2033 Chenault Dr Suite 100  ,Carrollton,TX,75006
SI_181581,2500 North Dallas Parkway Suite 555  ,Plano,TX,75093
SI_181583,98 San Jacinto Blvd. Suite 1810  ,Austin,TX,78701
SI_181594,520 Broadway Suite 350  ,Santa Monica,CA,90401
SI_181596,5085 W. Park Blvd. Suite 350  ,Plano,TX,75093
SI_181597,1700 Pacific Avenue Suite 4800  ,Dallas,TX,75201
SI_181599,2501 Oak Lawn Ave Suite 435  ,Dallas,TX,75201
SI_181604,8150 North Central Expressway Suite 950  ,Dallas,TX,75206
SI_181611,8216 Northeast Pkwy  (reloc 2018)   ,North Richland Hills,TX,76182
SI_181612,6363 North State Highway 161 Suite 450  ,Irving,TX,75038
SI_181612,4245 N. Central Expressway Suite 600  ,Dallas,TX,75205
SI_181618,225 Baronne Street 23rd Floor  ,New Orleans,LA,70112
SI_181619,12404 Park Central Drive   ,Dallas,TX,
SI_181620,12222 Merit Drive Suite 320  ,Dallas,TX,75251
SI_181623,1220 Ford Road Suite 280  ,Dallas,TX,75234
SI_181628,1001 Fannin Suite 4700  ,Houston,TX,77002
SI_181629,300 Crescent Court Suite 550  ,Dallas,TX,75201
SI_181630,400 Continental Blvd Ste 160  ,El Segundo,CA,90245
SI_181651,"9800 Hillwood Pkwy, Suite 300   ",Fort Worth,TX,76177
