,Region,School Name,12.	What are your 5 most important concerns about the condition of the site and building(s) on your campus?  ,Top5,g.  Sensory Room,h.  Independent Learning Lab,i.  Autism Room,b.  Air conditioning,Quality Of Classrooms,Leverage Outdoor Space,Community Assembly,Overall,Perception of Environment heat,Toilet Facilities,Columns Need Repair,Air Conditioner,Paint,Leak,Roof,Ceiling,Fungus Mold,Electric,Plumbing,Fence,Gate,Pests
733,San Juan,PADRE RUFO 61747,"1. The school court has been closed for 3 years since according to the report of the engineers it has:
corrosion at the bases of the columns to such an extent that the steel is perforated and weakened where it is anchored to the concrete foundations. 
2.La structure compromises its stability. 
3.The remaining 6 columns have their anchor bolts and nuts provide advanced corrosion. 
4. The supports of the stands ""Bleachers"" entering the court have exposed rods since the concrete is sprouted.  According to the report and I quote; they can collapse.
5. Recommendation of the engineers, the situation of the columns with corroded base or bolts must be urgently addressed, the stands, exposed rods and sprouted concrete must be rebuilt.
",school court close year since accord report engineer corrosion base columns extent steel perforate weakened anchored concrete foundation la structure compromise stability remain columns anchor bolt nut provide advanced corrosion support stand bleacher enter court expose rod since concrete sprout accord report quote collapse recommendation engineer situation column corrode base bolt must urgently address stand expose rod sprout concrete must rebuild,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
734,Bayamón,ALTINENCIA VALLE	71519,"Structure that has termites, repair of the bathrooms, change sinks and toilets, repair cocks since horses and dogs get in, floors full of broken and fungus in the dining room and in some rooms.",structure termites repair bathroom change sink toilet repair cock since horse dog floor full broken fungus din room room,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1
735,San Juan,VICTOR PARES COLLAZO	65953,"Reception area for students, bathrooms (including infirmary), parking, park, stained glass windows of the school (office and classrooms), entrance and exit gates, air conditioners and other deficiencies that for many years have been reported and have not been attended to and are a priority due to the particularity of the students (example: area with accessibility for students to climb to the roof of the school).
All of these areas need to be improved as they pose a danger to students and school staff. The student reception area has corroded metal pipes and others are in the air. The roof of this can collapse and needs to be changed in its entirety where you can have an indoor area and that does not flood since the current area is flooded. In the bathrooms you have to make improvements in all and the nursing area needs a bathroom urgently as well as the pre-school room # 6 that does not have a bathroom. The parking lot is totally destroyed and poses a risk to employees and students. This includes parking the park area which is also in critical condition and has no drains. The park is deteriorating including the preschool area. The school's stained glass windows are falling off as the wood that supports them are filled with comején and moth. The entrance and exit gates need to be made new and the façade changed. There are many damaged air conditioners (living and dining rooms). The school is in total deterioration in some areas that for years have been reported and at present only patches have been put.",reception area student bathrooms include infirmary parking park stain glass window school office classroom entrance exit gate air conditioner deficiencies many year report attended priority due particularity student example area accessibility student climb roof school area need improve pose danger student school staff student reception area corrode metal pipe others air roof collapse need change entirety indoor area flood since current area flood bathroom make improvement nurse area need bathroom urgently pre school room bathroom park totally destroyed pose risk employee student include park park area critical condition drain park deteriorate include preschool area school stain glass window fall wood support fill comején moth entrance exit gate need make new façade change many damage air conditioner live din room school total deterioration area year report present patch put,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,1,1
736,Mayagüez,MARIANO ABRIL	43299,"* Our school is located in a rural area, where it rains very often especially during the afternoon. Many of the hallways within the campus have no roof such as the hallways to go to the bathroom, the corridors to enter and exit the school, the ramp to enter the dining room, and the corridor to go to the warehouse. Many times our children and staff get wet if they do not have their umbrella on hand when they have to move side by side.
* It is necessary to build a roof for the court that is located inside the school. In addition to using it for the recreation of our children and the use for the physical education class, having a roof, we can use it as a place of activities where the whole school and parents who, so far, do not have it.
* We also need to repair the floor of the corridors since most of them are cracked, broken or uneven causing trips on the part of our students, school staff or visitors if they do not pertain to this. This has caused some fall accidents of our children. Many of these corridors were cracked or uneven by the tremors that occurred in the south west area. 
* When repairing the floors of the corridors, it is necessary to build an efficient drainage that empties the water sources that are caused by the rain and takes them out of the school campus. At the moment there are areas where the water is soaked when it rains a lot where the water does not have a good drainage and is maintained for a long time, sometimes, disabling the passage. 
* The construction of offices or small rooms for the fulfillment of circular letters, such as the support center for parents, office for the psychologist, office for the nurse, the area for isolation in case of contagious diseases, and a place for breastfeeding, are one of the primary needs that at this time, for not having the facilities available,  it has been uphill for us to comply with these. The school has an area where you can build these offices or small classrooms.
",school locate rural area rain often especially afternoon many hallway within campus roof hallways bathroom corridor enter exit school ramp enter din room corridor warehouse many time child staff wet umbrella hand move side side necessary build roof court locate inside school addition use recreation child use physical education class roof use place activity whole school parent far need repair floor corridor since crack broken uneven cause trip part student school staff visitor pertain caused fall accident child many corridor crack uneven tremor occur south west area repair floor corridor necessary build efficient drainage empty water source cause rain take school campus moment area water soak rain water good drainage maintain long time sometimes disabling passage construction office small room fulfillment circular letter support center parent office psychologist office nurse area isolation case contagious disease place breastfeed primary need time facility available uphill u comply school area build office small classroom,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0
737,Mayagüez,JOSE GAUTIER BENITEZ	42176,"Plague of termites in several buildings, trees must be pruned and in other cases trees must be cut. Play area of the minors, in front of several halls are flooded with heavy downpours, the drainage must be rebuilt since the roots of a quenepa tree obstructs the denaje system, wooden walls full of moth and comejen, Banos without remodeling more than 10 years.",plague termites several building tree must prune case tree must cut play area minor front several hall flood heavy downpour drainage must rebuild since root quenepa tree obstructs denaje system wooden wall full moth comejen banos without remodel 0 year,,,,3.0,3.0,2.0,0.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1
738,Mayagüez,CROEM	44560,"1. Leaks
2. Paving 
3. Fire system 
4. Water pumping system 
5. Air conditioning system main building, classrooms and auditorium.",leak pave fire system water pump system air condition system main building classroom auditorium,,,,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0
739,Mayagüez,ANTONIO BADILLO HERNANDEZ	46665,"Painting, Changing some windows, repairing bathrooms, floors, internet connection falls, unfinished telephone system",paint change window repair bathroom floor internet connection fall unfinished telephone system,0.0,,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0
740,San Juan,JUAN B HUYKE	61408,"1. Regarding the plot - The school needs to build the floor of the pre-school level play areas. I need to prune several trees that could lead to dangerous situations.
2. Build a corridor behind the school canteen so that students and other school staff can access the shell where physical education teachers give their class. Physical Education teachers do not have classrooms. 
3. Build the fat trap of the school canteen. 
4. Repair all the used water pipe that every time it runs into causes black water overflow.
5. Rebuild all the bathrooms of the campus to comply with the Law of Architectural Barriers",regard plot school need build floor pre school level play area need prune several tree lead dangerous situation build corridor behind school canteen student school staff access shell physical education teacher give class physical education teacher classrooms build fat trap school canteen repair used water pipe every time run cause black water overflow rebuild bathroom campus comply law architectural barrier,0.0,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
741,San Juan,FEDERICO ASENJO (PRE-TECNICA)	63032,"1. Breakdown in AC edif A units and music hall
2. leaks in warehouse, room C101 (nursing)
3. Drainage affecting living room cabinet C102
4. Drain that affects library
5. Roof sealing building A
6. vehicle gate repair
7. Edif A elevator maintenance
8. exterior luminaires edif C",breakdown ac edif unit music hall leak warehouse room c0 nursing drainage affect living room cabinet c0 drain affect library roof seal building vehicle gate repair edif elevator maintenance exterior luminaires edif c,,,,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0,0,0,1,1,0,0,0,0,0,1,0
742,San Juan,RAFAEL RIVERA OTERO	61499,"Short columns (according to engineers there are 80 columns)
Interior ceilings in some rooms (library, director office, 5th room) need repair (scraping, painting and fogging) 
Cracks in a wall of the library and theater hall
Repair of bars and gates",short column accord engineer 0 column interior ceiling room library director office th room need repair scrap paint fog crack wall library theater hall repair bar gate,,,,2.0,2.0,1.0,,2.0,2.0,2.0,1,0,1,0,0,1,0,0,0,0,1,0
743,San Juan,DR JOSE CELSO BARBOSA	61663,"1. Physical plant
2. Approved posts
3. Shopping
4. Academic materials",physical plant approve post shop academic material,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
744,San Juan,RAMON VILA MAYO	62950,"1. Deteriorating Hawthorne Building
2. Lack of a roofed court
3. Pruning of trees authorized by REc Naturales - TERMITES
4. Safety of the surrounding area
5. Improvements to bathrooms and others",deteriorate hawthorne build lack roofed court prune tree authorize rec naturales termites safety surround area improvement bathrooms others,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1
745,Mayagüez,JUAN SUAREZ PELEGRINA (NUEVA)	47640,"The school campus needs painting, fumigation for termites, arrangement of water cisterns, roof sealing, improvements in electricity, clogged pipes in the bathrooms, emptying of the well.",school campus need paint fumigation termite arrangement water cistern roof seal improvement electricity clog pipe bathroom empty,,2.0,,2.0,3.0,2.0,3.0,2.0,1.0,2.0,0,0,1,0,1,0,0,1,0,0,0,1
746,Mayagüez,TOMAS VERA  AYALA	42770,"Humidity in kindergarten room walls, ceiling filtration and fourth degree living room wall that affects with leaks the second degree room, which is below.",humidity kindergarten room wall ceiling filtration fourth degree living room wall affect leaks second degree room,,,,2.0,,2.0,2.0,2.0,4.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0
747,Mayagüez,MARIANO RIERA PALMER	42283,"Confiscation, termites, nurse's office, isolation office and gentleman's bathroom",confiscation termite nurse office isolation office gentleman bathroom,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1
748,San Juan,GABRIELA MISTRAL	61382,"1. Excessive noise, from cars, roadways, ambulances, horns, greatly hinders the teaching-learning process. The smoke from the cars that enters the classrooms affecting students and staff, mainly asthmatic and allergic.  It had been recommended to build an anti-noise wall and / or put air to all the rooms to be able to close the windows. Already the OMEP office, environmental services and office staff of the Secretary, made a noise study and it turned out to be excessive, at the moment waiting for the management. Half of the school without electricity due to failure, Example in a classroom half may have electricity and the other may not. 
2. Insufficient electrical load, Electric charge does not allow the correct use of equipment, air conditioners and others, the system falls off when all are connected.  The constant low and rising electric damages the equipment. 
3. Security, the gates. The location of the school, surrounded by avenue, makes one of care. The gates are broken by people who enter the nights to use the court. 
4. Physical plant. Plague of comején and mice. Leaks in administrative office area, TS, Consjera, faculty room EE and regular archives office and 5 rooms. Finish or complete the construction of multipurpose area/lounge, at this time it is a pigeon habitat. Lounges and bathrooms that need to be repaired. There are two bathrooms that the tiles are falling.  Cracks in the physical plant that were observed after the earthquakes.  Entrance gates of cars and trucks broken or malfunction due to the long time of use. 

5. Pest of pigeons. Place meshes in the multipurpose area and indoor court.  Covered drains, when it rains it floods in the central corridor of the school and area of the courtyard in front of the dining room, because there is nowhere the water runs, in addition to being a mosquito breeding ground",excessive noise car roadways ambulance horn greatly hinders teach learn process smoke car enters classroom affect student staff mainly asthmatic allergic recommend build anti noise wall put air room able close window already omep office environmental service office staff secretary make noise study turn excessive moment wait management half school without electricity due failure example classroom half may electricity may insufficient electrical load electric charge allow correct use equipment air conditioner others system fall connect constant low rise electric damage equipment security gate location school surround avenue make care gate break people enter night use court physical plant plague comején mouse leak administrative office area t consjera faculty room ee regular archive office room finish complete construction multipurpose area lounge time pigeon habitat lounge bathroom need repair two bathroom tile fall crack physical plant observe earthquake entrance gate car truck broken malfunction due long time use pest pigeon place mesh multipurpose area indoor court cover drain rain flood central corridor school area courtyard front din room nowhere water run addition mosquito breeding ground,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0,1,0,1,0,0,0,1,0,0,1,1
